author,category,description,name,price,priceCurrency,ratingValue,pert_alcohol
Davin de Kergommeaux,Canadian,"
Joining the core Pendleton lineup, with a new edition expected each September. Past releases of Director’s Reserve have been irregular, perhaps because a local rancher killed the buzz when he bought the entire first batch nearly a decade ago. A luxuriously creamy body coats your palate with mild vanilla, butterscotch, restrained white pepper, and nutty plum pudding. Pencil shavings punctuate a medium finish. Less complexity than its age predicts.","Pendleton 20 year old Directors’ Reserve 2017, 40%",125.0,$,88,40.0
John Hansell,Irish,"
Connemara is the peated Irish whiskey from the Cooley distillery, and this one is their (and Ireland’s) smokiest offering yet. This is the first time I ever detected dung (albeit subtly) in a whiskey — and only on the nose, thankfully. It’s curiously intriguing. The style of peat used, along with the youth of this whiskey, has a distinct impact of the whiskey’s flavor. It’s sweet and smoky, which works well. Throw in some bacon fat, diesel oil smoke (like at a boat dock), anise, ginger, honeyed malt, barley, lime, and pear. Underneath all that peat lies what seems like a fairly young whiskey, because it is very brisk and vibrant, but not excessively so. Bonus points for distinctiveness.","Connemara Turf Mor, 58%",80.0,$,88,58.0
Dominic Roskrow,Irish,"
Bog oak is oak preserved in Irish peat bogs for 5,000 years, and for this whiskey, cask heads made of it are used for maturation. The whiskey is 3 year old Turf Mor, only a year older, then mixed with some older whiskeys, and it's intriguing. This has all the oily, burning dust, smoky notes of a standard Connemara, but the rubbery youthfulness of Turf Mor is gone, and this is sweet, with orange notes, and a long, peaty, sweet finish. € 250  ","Connemara Bog Oak, 57.5%",333.0,$,88,57.5
Jonny McCormick,Irish,"
Connemara’s wild west coast landscape is a world away from this peated whiskey’s production at Cooley Distillery on Ireland’s east coast. Greater smoke than Original; lemon and fresh cream translate into lemon lozenges and sherbet, with tangy tropical fruits and well-balanced smoke lasting throughout the finish.","Connemara 12 year old, 40%",75.0,$,88,40.0
John Hansell,Irish,"
Straw color. In both aroma and flavor, the whiskey is clean and delicate, with notes of creamy malt, vanilla, and subtle fruit. An enjoyable “anytime” whiskey that slowly reveals its charms the more you get to know it.
   Style: Single malt Irish whiskey. Price: high $30s. Available nationwide. 
   The third in a series of Knappogue whiskeys that were distilled at Ireland's Cooley distillery (the others being a 1991 and 1990 vintage). This one is fuller in flavor than the previous two, but not as distinctive. It's a very pleasant 'anytime' dram.","Knappogue Castle, 1992, 43%",40.0,$,88,43.0
John Hansell,Irish,"
To fully understand this new offering, let me offer a little Knappogue Castle background. The first few vintages of Knappogue (not counting the original 1951 vintage, which was from the B. Daly distillery) were from Ireland's Cooley distillery--including 1990, 1991, and 1992. Then the whiskeys were sourced from Bushmills. The 15 year old, reviewed below, is from the original Cooley stocks. Consider it an encore performance.
   Knappogue Castle’s first non-vintage, and the oldest since the original 1951 vintage release. The whisky is from three different vintages -- 1990, 1991, and 1992 -- which were married together. I am pleased to see an older expression, because I have always felt that the previous releases, generally 10 years old or less, needed a little more time to blossom. Sweeter notes of peaches and cream, pineapple upside-down cake, banana bread, and vanilla wafer are balanced by a spicy, resinous dry finish. A textural whisky that coats the palate. My favorite of the post-1951 vintage Knappogues.","Knappogue Castle, 15 year old, 43%",100.0,$,88,43.0
John Hansell,Irish,"
Named for the distillery of the same name, and where many other well-know Irish blends are produced (including Jameson, Powers, Paddy, and Tullamore Dew). This is the distillery’s ultra-premium blend offering. The whiskey is somewhat shy and bashful in personality (when compared to its pure pot still siblings like Redbreast and the quite rare Jameson 15 year old) and really takes some patience to appreciate its subtle beauty. Sweet notes of honeyed malt and vanilla up front, with a hint of marshmallow and summer fruits. The palate eventually dries out nicely and deepens, evolving into a medley of subtle spice. Very drinkable. 
","Midleton Very Rare, 2003 Vintage, 40%",110.0,$,88,40.0
Jonny McCormick,Blended Irish Whiskey,"
Master distiller Brian Nation is really getting into his stride now. This vintage has creamed coconut, Jersey milk, vanilla desserts, crystallized jellies, fresh orange peel, and dry spices. To drink it is to celebrate American oak; creamy, golden, polished, with peach, honey, sherbet, sugars, butter frosting, sponge cupcakes, almond biscuits, and Quaker oatmeal squares. Spices are reactivated at the swallow. You have a whole year to enjoy this until the next one arrives. Really, there’s no excuse.","Midleton Very Rare 2015, 40%",145.0,$,88,40.0
John Hansell,Single Malt Scotch,"
Matured in a bourbon cask. Cardhu has always been a pleasant, but uninspiring, whisky to me. This is one of the best Cardhu whiskies I’ve tasted -- richer and more distinctive. (At this price, it had better be!) It’s clean and tight, with orange, tangerine, lemon gumdrops, ginger, delicate honey, butterscotch, and vanilla, with a dusting of powdered sugar. Straightforward, pleasing finish. (252 bottles)  £250","Cardhu, 1997 vintage, 57.3%",406.0,$,88,57.3
John Hansell,Blended Malt Scotch Whisky,"
Bright gold color. Fresh aromas of smoked olives, brine, exotic pepper, and fried bacon. Rich in body, and slightly oily in texture. In flavor, this is a big, dynamic whisky-smoked olives, sea salt, seaweed, mustard seed, all on a backdrop of vanilla sweetness. Long, smoky finish. 
","Compass Box Eleuthera, 46%",50.0,$,88,46.0
John Hansell,Blended Scotch Whisky,"
Gold color. Floral aromas balanced with a gentle vanilla sweetness, and soft fruit. Soft, rounded body. The palate delivers what the aroma promises in a very clean and balanced way. Pleasing finish. 
","Compass Box Asyla, 43%",38.0,$,88,43.0
Jonny McCormick,Blended Scotch Whisky,"
A ripe proposition, the fruit and the smoke locked tightly together like interwoven fingers. Peaches, melon, baked apple, fresh mango, and sugar strands with a supporting role of red berries. With a malt content exceeding two-thirds, the full-bodied palate is sweet as brown sugar, with mandarin tartness, apple, and red licorice meandering to a vinous finish of red berry fruit. With its cheeky Glasgow landmark on the label, this permanent addition to the GKS range is pure gallus.","Compass Box Great King Street Glasgow Blend, 43%",45.0,$,88,43.0
Jonny McCormick,Blended Grain Scotch Whisky,"
Oat flapjacks, golden syrup, beautiful dry-roasted spice notes, vanilla essence, cornbread, creamed coconut, and flashes of mango and apple. A luxuriant feast of sweet vanilla, soft warm bread, whipped cream, caramel, a little tug of spice, with a late ripple of grain flavors. Caramel, spice, and grain notes mark the finish.","Compass Box Hedonism, 43%",115.0,$,88,43.0
John Hansell,Blended Malt Scotch Whisky,"
Similar in profile to the 12 year old expression below, except that the bouquet is thicker, the sweetness is more caramelized, and the fruit notes are drier (no surprises). There’s also more depth and maturity in this whisky, more oak spice, and a longer, drier finish. An excellent value! 
","The Famous Grouse Malt Whisky, 18 year old, 43%",55.0,$,88,43.0
Dominic Roskrow,Blended Malt Scotch Whisky,"
Available only at the distillery or online, and limited to 5,000 special decanters, this is a special Famous Grouse release to mark the 30th anniversary of the blend. Be careful, though:  it's not a 30 year old blend. But it is excellent and there's lots of very old, woody, and ripe malt in the mix. As Highland Park and The Macallan are in the stable, expect a fruity, oaky, superbly balanced treat.  £80","The Famous Grouse Celebration, 40%",126.0,$,88,40.0
Jonny McCormick,Blended Malt Scotch Whisky,"
Legendary master blender John Ramsay handpicked the casks for this whisky, and the job was completed by his successor, Gordon Motion. Puffy marshmallows, nougat, fallen orchard fruit, green cardamom, and clove; it’s like all the threads pull together harmoniously. A lucid concentration of fruit mingles on the tongue, preceding flavor advancement through spearmint, menthol, light peat smoke, and burning orange oils. Sit back as it heads toward a spicy tingle of ginger, apple, and scorched coriander seed. Deservedly famous. £2,000","The Famous Grouse 40 year old, 47.3%",3378.0,$,88,47.3
Dominic Roskrow,Blended Malt Scotch Whisky,"
Somebody at Diageo has been taking a lot of interest in the Johnnie Walker range of late, what with the revamp of the core range and now a regular stream of special releases. This is the first of a series for Travel Retail only, but it takes the Johnnie Walker themes — vanilla, spice, and honey, with wispy peat and smoke — and adds savory spice to the earthiness. But there are some very young notes in this. ","Johnnie Walker The Spice Road, 40%",43.0,$,88,40.0
Jonny McCormick,Blended Scotch Whisky,"
Need you ask? An unmistakable classic and an exemplar of a blended Scotch whisky, famous around the world. Toffee, swirling caramel, whole almond, and mashed banana amid twisting white smoke. The palate has such poise, balance, and dexterity that it sets the standard for many less accomplished blends to aspire to. Conspicuously iconic, and the closest thing you will find to a complete whisky at this price.","Johnnie Walker Black Label 12 year old, 40%",30.0,$,88,40.0
Jonny McCormick,Blended Scotch Whisky,"
A futuristic bottle design released for Ridley Scott’s replicant sequel set in 2049, hence the punchy bottling strength. Peat smoke, toffee caramels, fresh banana, and sliced red apple. Promising layers of fruit salad, grape, apple, citrus, and apricot are swept aside by an aggressive peppery attack, emerging to notes of bitter fruit, burnt rubber, and smoke. If this is a glimpse of the future, I’m stockpiling regular Black Label now. (39,000 bottles)","Johnnie Walker Black Label The Director’s Cut, 49%",80.0,$,88,49.0
Jonny McCormick,Blended Scotch Whisky,"
A polished nose of red apple, cinnamon, caramels, and salted almonds makes for an enticing prospect on this showpiece dram. The taste exemplifies smoothness. The indulgent palate comprises dark cooked fruits, coffee, malty cocoa, sticky toffee pudding, fudge, and a fine line of orange. Roll it around the mouth: the integrated aged grains enable these select malts to achieve their full flavor potential. An exceptionally long finish has remnants of that toffee pudding and a well-sucked aniseed ball. Treat yourself.","Chivas Regal 25 year old, 40%",300.0,$,88,40.0
Lew Bryson,Rye Whiskey,"
Distilled from a relatively low-rye mash of 53% rye, 33% corn, 14% malt; true to Woodford Reserve form, a mingling of whiskeys distilled at Woodford and at Brown-Forman in Louisville. Nose of leather, cinnamon, rye snappiness, and hints of red raspberry. Hot and lean on the palate, spicy/sweet until rye’s bitter layering floats in, making for a dry finish as the oak comes on stronger. Balances drinkable and elegant quite nicely, and it’s real Woodford.","Woodford Reserve Rye, 45.2%",38.0,$,88,45.2
Fred Minnick,Rye Whiskey,"
This whiskey is bananas. Is it banana pudding atop vanilla wafers or warm Bananas Foster melting into vanilla ice cream? It’s hard to say, but the lovely banana-vanilla combination dominates until baked pears, pumpkin bread, rye, and baking spices appear. A medium to long finish brings a bright cherry note. Price is per 375 ml.","Woodford Reserve Blended Rye, 45.2%",50.0,$,88,45.2
John Hansell,Bourbon/Tennessee,"
The fourth in the series of limited-edition bottlings, and one of the better ones. The impact on the whiskey of finishing in barrels made with staves that have been seasoned three to five years really is evident here. There’s plenty of wood spice, and I think it goes well with the sweet pot still characteristics. On the nose, the flavors are nicely intertwined. But on the palate, the sweeter notes (caramel, nutty toffee, fig, ripe berries, black cherry) appear first, with the dry, spicy notes (cinnamon, clove, cocoa powder, vanilla, polished leather, maduro tobacco) building to a firmly dry finish. Perhaps the dryness on the finish overstays its welcome more than I would like. But still, this is a solid effort -- and quite distinctive!","Woodford Reserve Master's Collection 'Seasoned Oak Finish,' 50.2%",90.0,$,88,50.2
John Hansell,Bourbon/Tennessee,"
A set of two 100% rye whiskeys, triple distilled in copper pot stills, with the difference between them being the type of barrels in which they were aged. One was matured in a new charred cask, while the other one was aged in a used cask. They are packaged in half-bottle sizes (375 ml) and sold as a set for $100.
Dark in color and deep on the palate. Plenty of weight, too. A base of caramel, with warming cinnamon, persistent mint, brandy-soaked apple, tobacco, polished leather, and oak grip on the finish.",Woodford Reserve Master’s Collection “New Cask” 46.2%,100.0,$,88,46.2
John Hansell,Bourbon/Tennessee,"
Woodford’s first permanent line extension. Aged in two barrels with different toast and char amounts.  More visceral than the standard Woodford Reserve, with a darker personality, extra wood spice, and a nice sweet foundation. Notes of cinnamon stick, dark berried fruit, roasted nuts, caramel, creamy vanilla, and polished leather.","Woodford Reserve Double Oaked, 45.2%",50.0,$,88,45.2
John Hansell,Bourbon/Tennessee,"
Nice effort overall. My gut feeling is that this whiskey might have been better a couple years ago, but I wouldn’t call the second barrel impact excessive. It’s rich and smooth, with sweeter notes of caramel, rich vanilla, and subtle candied fruit, underpinned by firm spice (especially cinnamon) which kicks in on the finish. It comes across as very traditional bourbon, with perhaps a little extra oak impact on the back end. Price is per 375 ml.
","Buffalo Trace Experimental Collection 'Double Barreled,' 1997 Vintage, 45%",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
Dark, big, and brooding. A mouthful of oak spice, resin, and leather. Surprisingly (and happily) the oak is never excessive — even on the finish. A mélange of toffee, maple syrup, and candy corn props it all up. The flavors aren’t as well defined as its sibling release (reviewed above), and there’s a peculiar hint of “dunnage warehouse” (think damp earth) to it that adds intrigue. A very characterful whiskey worthy of debate. Price is per 375ml.","Buffalo Trace Experimental Collection, 1995 Vintage, “French Oak Barrel Aged,” 45% ",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
Quite bold and crisply spicy. The most palate-piercing of the three. Well defined flavors of cool mint, warming cinnamon, honey-kissed fruit, and caramel. Briskly spicy finish. When I nose this whiskey, it feels like it’s brandishing a sword at me and shouting “en garde!”","Buffalo Trace Experimental Collection “Rediscovered Barrels,” 1991 vintage, 19 year old, 45%",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
My favorite of the two [Buffalo Trace Experimental Collection Giant French Oak Barrel]. Surprisingly sweet, with layers of caramel, butterscotch, nougat, and subtle creamy vanilla.  This whiskey defies its age. A blend of dried spice on the nose and the finish of the palate balances the sweetness. A very enjoyable (and drinkable) whiskey. Price is per 375 ml.","Giant French Oak Barrel 19 year old, 45%",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
These releases are all the same age, but this one tastes the oldest, and in a higher weight class. Deep and dark in personality. Chewy, with some tobacco and roasted nuts thrown in the mix, along with the toffee, dark pit fruit, oak spice, and leather on the finish. Price is per 375 ml.","Buffalo Trace Experimental Collection Wheat 125, 45%",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
Well-defined flavors and clean on the palate. Wood is the driving influence here, showing plenty of dried spice throughout with a dry, resinous finish. The spice notes are accompanied by a layer of caramel, dried spice (vanilla, cinnamon, nutmeg), and subtle orchard fruits. The dry oak notes overstay their welcome for balance. Otherwise, it’s a very pleasant whiskey. Price per 375 ml.

 ","Buffalo Trace Experimental Collection Standard Stave Drying Time, 45%",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
Each of these three bourbons was distilled and bottled at the same time, and aged in the same warehouse for 12 years and 3 months. The main variable was the floor they were aged on. In theory, the higher up in the warehouse, the greater the temperature variation, and the more wood influence. Does the experiment support this general concept? Yes, with the sweet spot being the middle floor.

Soft and sweet, oozing caramel, honeyed vanilla, and gentle, ripe orchard fruit. Soft, gently sweet finish. Not the most complex of the three in this experiment, but it’s very easy-going and soothing on the palate. A nice pairing for a cigar, where the sweet notes will marry nicely with the cigar’s dried spice. Price is per 375 ml.","Buffalo Trace Experimental Collection 12 year old bourbon from floor #1, 45%",47.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
Deeper, darker, more intense than the Barrel Head Aged expression. Toffee, pit fruit, Earl Grey tea, cinnamon, pencil shavings, and tobacco lead to a tannic, gripping finish. The French oak influence is tangible. Price is per 375 ml.","Buffalo Trace French Oak Barrel Aged, 45%",47.0,$,88,45.0
Fred Minnick,Bourbon/Tennessee,"
Effervescent, tingly mouthfeel, but the flavor begins after the initial warmth, with hints of caramel apple, pumpkin pie, apricot, and a slight hint of caramel popcorn. Then it’s pumice, apricot, and marmalade, followed by salt water taffy, cinnamon, and a big burst of nutmeg. A long finish offers a hint of peach pie.","Buffalo Trace, 45%",25.0,$,88,45.0
Jonny McCormick,Blended Scotch Whisky,"
I’m reminded of leafy ferns in spring, sweet melon, green bananas, fresh cream, and a dusting of spice when I nose this blend. A light, green fruit taste of white grape and melon overlaid with runny toffee and banana, before the impression of thick fruit skins, becoming slightly tannic. Light spices and pepper follow with a finish of apple core and rich spice. (760 bottles)","Classic Cask 23 year old Caribbean Rum Barrels, 43%",160.0,$,88,43.0
John Hansell,Bourbon/Tennessee,"
Sweeter notes of pecan pie, dates, sweet corn, candied fruit, and English toffee combine with dried spices -- cinnamon heat, vanilla, and mint -- which crescendoes on its long, dry finish. A nicely matured bourbon with decent weight to it. Some of the expressions in the earlier part of the decade were a little heavy on the oak, but the last couple of years have shown greater balance.","Eagle Rare (Fall 2006 release), 17 year old, 45%",55.0,$,88,45.0
John Hansell,Bourbon/Tennessee,"
Bolder, with more spice than other Elmer T. Lee single barrel offerings I’ve tried over the years. A bit more vibrant too. Fresh notes of cinnamon, vanilla, wood shavings, ground black pepper, clove, subtle tobacco, and a hint of nutmeg on a bed of caramel and honeyed orchard fruit. Firm, warming, spicy finish. Most releases I’ve had were mellower and smoother (the 90th Birthday release comes to mind), but this is very dynamic and vibrant.","Elmer T. Lee Single Barrel Commemorative Edition, 46.5%",35.0,$,88,46.5
John Hansell,Bourbon/Tennessee,"
After a false start several years back, it’s a pleasure to finally see Four Roses Single Barrel available here in the U.S. This whiskey is nicely balanced, with a teasing subtleness to it. I particularly enjoy its delicately honeyed, floral, crisply spicy aroma, with underlying notes of vanilla cream and candied fruit. These flavors follow through on the palate, initially with honey-laced fruit, caramel, and soft vanilla notes, leading to a dry spiciness (mint, cinnamon) and refined oak. It finishes crisp and pleasingly dry. None of the flavors are dominant, and bottling it at 50% is a bonus. 
","Four Roses Single Barrel, #19-6J, 50%",32.0,$,88,50.0
John Hansell,Bourbon/Tennessee,"
A marriage of four different bourbon recipes aged between 11 and 13 years. Very elegant and stylish, as with many of the Four Roses offerings. Its age also shows, with a firm measure of wood spice and grip on the nose and the latter half of the palate. Soft honey, bright fruit (sultana, ripe peach, tangerine), and spice (cinnamon, nutmeg, crisp rye), evolving into darker fruit and more caramelized sugars on the palate, along with leather notes on the finish. ","Four Roses 2011 Limited Edition, 55.05%",90.0,$,88,55.05
Fred Minnick,Bourbon/Tennessee,"
Initially there’s a lot going on. Bakery confectionary meets spice rack, followed by dried oak, toasted oak, covered baked apples, canned peaches, and dried apricot. Then tobacco and leather strike before mouth-coating butterscotch and vanilla icing. Once these notes dissipate, lighter baked fruits and jams walk this into a medium finish. While good, this whiskey could have been great if it maintained its initial complexity.","Michter’s 10 year old Single Barrel (No. 17B302), 47.2%",120.0,$,88,47.2
John Hansell,Bourbon/Tennessee,"
The same vintage as last year’s Birthday Bourbon but aged one year longer. Last year’s version was quite intense with a lot of wood influence. What does one more year in wood do to the whisky? Surprisingly, the oak spice seems less dominant, and the flavors are more balanced. Still, this is still a serious bourbon drinker’s bourbon. Piquant, dried spice notes of vanilla, cocoa, mint, and cinnamon are tamed by layers of maple syrup, caramel, and toffee. Every once in a while some fruits try to get recognized. A powerful, after dinner bourbon. 
","Old Forester Birthday Bourbon, 13 year old, 1993 Vintage, 48%",35.0,$,88,48.0
John Hansell,Bourbon/Tennessee,"
Rather bold (especially with the spice notes), with dark fruit (black raspberry jam, plum), citrus glaze, vibrant spice (vanilla, cinnamon, clove), a dusting of cocoa powder, polished leather, and pencil shavings, all on a bed of caramel. Long, spicy finish.  A nice way to finish a rich, hearty meal, perhaps? ","Old Forester Birthday Bourbon 12 year old 1999, 49%",50.0,$,88,49.0
John Hansell,Bourbon/Tennessee,"
Many of the Birthday Bourbon releases are wood driven, and this one is particularly so. Very spicy, with warming cinnamon and cool mint. Roasted nuts, tropical fruit (coconut, pineapple), tangerine, and apricot emerge occasionally, along with a foundation of vanilla and caramel. Firm, resinous grip on the finish.","Old Forester Birthday Bourbon 12 year old (2015 release), 50%",75.0,$,88,50.0
John Hansell,Bourbon/Tennessee,"
The last time I reviewed this whiskey was back in 2004, and this new bottling is an improvement. It’s beefier, thicker, and richer, with a good dose of rye spice. Very nice! Good balance of flavors on the nose and palate, with caramel custard, bright fruit (clementine, golden raisin, orange marmalade), a peppering of spice (fresh mint, warming cinnamon, dried vanilla), green tea, a hint of toasted marshmallow, and a pleasing dried oak, tobacco-tinged finish. Lots of character!","Ridgemont Reserve, 8 year old, 46.85%",30.0,$,88,46.85
John Hansell,Bourbon/Tennessee,"
Barton 1792 distillery’s first-ever wheated bourbon, where the wheat replaces rye as the ‘spice’ ingredient (similar to Weller and Maker’s Mark). A sweet and fruity whiskey, with vanilla wafer, cotton candy, caramel custard, blackberry, and ripe peach. Soft oak spice and polished leather on the finish keep the sweetness in check. Very gentle in personality; a great starter bourbon.","1792 Sweet Wheat Bourbon, 45.6%",33.0,$,88,45.6
Gavin Smith,Single Malt Scotch,"
Both bourbon and sherry casks were used for aging. Stewed fruits, butterscotch, and soft spices on the nose. Silky palate delivery, with honey, dark chocolate, light sherry, and cloves. Lingering finish, with citrus and allspice.","Aberlour 16 year old, 40%",80.0,$,88,40.0
John Hansell,Single Malt Scotch,"
Similar in flavor to the Aberfeldy 12 reviewed below, but with more depth. There’s more orange rind in the marmalade notes, along with Clementine and coconut. The whisky finishes drier too, with a spicy flair. Still quite clean and nicely balanced throughout. A whisky for those of you who want a fun whisky that’s not heavy on the palate. 
","Aberfeldy, 21 year old, 40%",170.0,$,88,40.0
John Hansell,Single Malt Scotch,"
(Reviewers note: this is an exclusive bottling to Park Avenue Liquors, New York, NY.) This is signature Ardbeg: young (but not too young), bold, and with an attitude too! Its flavors are reminiscent of crumbled peat thrown on a campfire, with notes of damp earth, pepper, and seaweed. Still, there’s a soft underbelly of vanilla sweetness that helps to tame this beast and provide balance. A peppery, kippered, smoky finish entertains long after the whisky disappears. Make this your last whisky of the evening.","Old Malt Cask (distilled at Ardbeg) 1992 Vintage, 50%",125.0,$,88,50.0
Gavin Smith,Single Malt Scotch,"
A proportion of the component whiskies has been matured in virgin Black Sea oak casks, while the rest has been aged in bourbon barrels. The nose is sweet, with warm cloves and soft peat; a hint of brine. When it comes to the palate—curious! Menthol and herbal notes, toasted oak, plain chocolate, sweet antiseptic. Mildly tannic in the finish, with subtle peaty spiciness. An herbal peat note lingers long.","Ardbeg Kelpie, 46%",119.0,$,88,46.0
Gavin Smith,Single Malt Scotch,"
6,660 bottles of The Devil’s Punch Bowl have been released, and the component whiskies come from 24 casks filled between 1996 and 2006. They include a number of sherry butts, and some peated spirit is included in the mix. The nose offers soft, mellow malt, dried fruits, and milk chocolate. Silky smooth and deceptively drinkable at full strength, the palate is nutty and notably fruity, with ginger and brittle toffee. A hint of barbecue sauce in the sweet finish.","Arran ‘The Devil’s Punch Bowl,’ 52.3%",130.0,$,88,52.3
Gavin Smith,Single Malt Scotch,"
Isle of Arran distillers is now offering exclusive bottlings in the U.S. along the same lines as those already available in the UK, starting with 16 year old single cask, cask strength variants. Arran Premium Sherry Single Cask #1979 displays milk chocolate, vanilla, new leather, wood polish, and butterscotch on the nose. More vanilla in time. The palate is richly sherried, with espresso, fruit loaf, nutmeg, and old wood. Lively spices persist in the lingering, leathery finish.  ","Arran Premium Sherry Single Cask #1979, 51.1%",130.0,$,88,51.1
Gavin Smith,Single Malt Scotch,"
As it progresses toward the ultimate goal of an 18 year old expression in 2015, Arran has released a 16 year old, matured in 30
percent sherry hogsheads and 70 percent bourbon casks. The edition is limited to 9,000 bottles. The nose features malt, milk chocolate, and honey, with a citric edge. The palate mirrors the nose with more malt, honey, and milk chocolate, plus ginger, nutmeg, and spicy oak. Spiced fruits in the lengthy finish.","Arran Malt 16 year old, 46%",110.0,$,88,46.0
Gavin Smith,Single Malt Scotch,"
This 38 year old Travel Retail-exclusive expression has been aged in bourbon casks, and not chill filtered. It follows an initial batch of the same vintage, released in 2011. The nose is perfumed, with a resin note and developing vanilla and caramel popcorn. Demerara sugar and oak. Very fruity on the palate, with oranges and lemons, emerging spices, and benign oak. Long in the finish, with fruity oak. The additional maturation has given the fruity elements a greater profundity. (500 bottles)","Auchentoshan 1975, 45.6%",820.0,$,88,45.6
John Hansell,Single Malt Scotch,"
Very fruity (peaches in syrup, pineapple, golden apple, sultana) and satisfyingly rich in texture, with coating vanilla, marzipan, and a potpourri of dried spice (especially on the nose and finish of the palate). Great balance too. Nicely done!","Balblair, 1997 vintage, 43%",65.0,$,88,43.0
Gavin Smith,Single Malt Scotch,"
Matured in second-fill bourbon casks, this expression of Balblair offers a distinctive aroma of bananas, along with cooking apples, sultanas, nuts, and spices. It is full-bodied and exhibits a palate of toffee and spicy fruits, and becomes increasingly chocolate-y, with distinct cocoa notes, when given time to breathe. Raisin notes also develop. The finish is lengthy and smooth, with lasting lively spice and vanilla.","Balblair 1989, 43%",130.0,$,88,43.0
Gavin Smith,Single Malt Scotch,"
Balblair 2001 Vintage is the first distillery bottling to be non-chill filtered, noncolored, and offered at 46%. It is 10 years old and has been matured in ex-bourbon barrels. The nose offers lemonade, vanilla, allspice, and developing milk chocolate and caramel notes. Clean and straightforward on the palate; sweet and spicy, with tangerines, eating apples, toffee, and more milk chocolate. Cocoa powder in the spicy, relatively lengthy finish. £33","Balblair 2001 Vintage, 46%",53.0,$,88,46.0
Gavin Smith,Single Malt Scotch,"
Following the initial release of a 1997 vintage Balblair in 2007, a second edition has now been launched, with the spirit in question having benefited from an additional five years’ maturation in first-fill bourbon barrels. Fresh, light, and fruity on the nose: tinned peaches, pear drops, sweet apples, plus vanilla and wood putty. The palate features lots of succulent soft fruits, milk chocolate, honey, and spice. The finish is medium in length, and spicy chocolate notes persist. £55 ","Balblair 1997, 46%",85.0,$,88,46.0
John Hansell,Single Malt Scotch,"
The Balvenie continues its limited edition releases of 17 year old whiskies. Previous editions included an Islay Cask finish and a New Oak finish. This is the newest one, aged in sherry oak casks. It’s a delicious whisky, with clean, ripe, sherried fruit marrying nicely with the dry oak spices. Notes of apple pie, honeyed summer fruit, caramel toasted almonds, and toffee, with dry resinous oak on the finish to round out the sweetness. A big, full-bodied Balvenie that satisfies.","The Balvenie 17 year old, 43%",90.0,$,88,43.0
Dave Broom,Single Malt Scotch,"
The darkness of the hue of this, the second official release of a 40 year old from Balvenie, gives an indication of how intense the relationship between cask and spirit has been over its long sequestration. It emerges brimming with dense aromas such as tamarind paste, treacle, and Black Forest gateau. Amazingly, on the palate there’s a lift of vanilla-like sweetness before the heavier and drier elements close down on the finish. Incredibly limited; only 150 bottles produced. £2,500","The Balvenie 40 year old (Batch #2), 48.5%",,$,88,48.5
Dave Broom,Single Malt Scotch,"
Light gold, with good intensity and a more noticeable malty note than is common with this distillery, as well as touches of daffodil and dried honeycomb. The wood influence appears minimal to start with, but more vanilla creeps through in time; water brings out almond milk. Opens into clementine peel, pomelo, then cooked dessert apple. The palate is clean and forward; even slightly hot when neat. Remarkably assertive for a 25 year old.","The Balvenie Single Barrel Traditional Oak 25 year old, 47.8%",599.0,$,88,47.8
Gavin Smith,Single Malt Scotch,"
This expression dates from 2002, when Balvenie first produced a batch of heavily peated malt. Matured in American oak casks, the nose exhibits subtle peat balanced by honey, vanilla, and ripe red apples. On the palate, the soft smoke is well integrated with vanilla, more honey, ginger, and overripe pears. Ashy peat, citrus fruits, cinnamon, and tangy oak in the finish. An elegant peated whisky.","The Balvenie Peat Week 14 year old, 48.3%",99.0,$,88,48.3
Gavin Smith,Single Malt Scotch,"
This 2014 bottling of Ben Nevis illustrates how good the single malt can be with robust sherry cask maturation. Distilled in June 1998, it was filled into a fresh sherry butt and matured for 15 years before 582 bottles were released. Raisins, prunes, old polished leather, and roasted meat on the nose. The body is full, with the palate offering succulent dark berries, dates, raisins, and plain chocolate. Long and spicy in the finish, with cloves and rum raisin-flavored dark chocolate. £92","Ben Nevis 15 year old 1998 (Cask #590), 57.3%",140.0,$,88,57.3
Dave Broom,Single Malt Scotch,"
Though sounding more like a character out of Asterix than a whisky, Authenticus is the code for the peated arm of the ever-expanding BenRiach portfolio. It’s the smoke that you notice first, typically Highland-style wood smoke with a light aromatic lift akin to smoked meat. It’s not a bludgeoning smoke however, because BenRiach’s inherent orchard fruit sweetness is there alongside touches of beeswax. In other words, it has maturity. The key here is balance and harmony. £124","BenRiach Authenticus 25 year old, 46%",195.0,$,88,46.0
Dave Broom,Single Malt Scotch,"
This new member of the core range is wholly from stock produced by the distillery’s new(ish) owner. It has a gentle, sweet, honeycomb nose, with some banana, a little malt, and lemon freshness. The palate shows light honey/honeysuckle at the start and is well balanced, with maltiness and a signature spicy finish adding a dry counterpoint to the sweetness from the cask and a distillate with good weight. Good price as well. Lovely.","BenRiach 10 year old, 43%",50.0,$,88,43.0
